scint_alpha,drift_bias,pixel_jitter,muon_flux,cathode_temp,anode_noise,beam_phase,shield_rho,veto_count,gain_offset,cerenkov_angle,trigger_rate,track_curvature,y
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,12.51745226662412
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.967967967967969,0.0,0.0,20.34787102059809
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.935935935935936,0.0,0.0,75.09864717240262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.903903903903904,0.0,0.0,2.3879185111024896
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.871871871871871,0.0,0.0,-25.487954051499155
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.83983983983984,0.0,0.0,78.88178771028245
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.807807807807809,0.0,0.0,-5.792709518553838
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.775775775775776,0.0,0.0,-54.018555853673355
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.743743743743744,0.0,0.0,22.232733066486553
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.711711711711711,0.0,0.0,-132.84038144330728
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.67967967967968,0.0,0.0,54.178221073016275
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.647647647647648,0.0,0.0,-123.11685713704239
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.615615615615615,0.0,0.0,12943.250080873298
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.583583583583584,0.0,0.0,51.79190637301423
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.551551551551551,0.0,0.0,15.996964101937108
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.51951951951952,0.0,0.0,67.06607744846886
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.487487487487488,0.0,0.0,96.72846913538153
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.455455455455455,0.0,0.0,-150.09841185352147
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.423423423423424,0.0,0.0,88.32275836570037
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.391391391391391,0.0,0.0,-218.0078482067431
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.35935935935936,0.0,0.0,-815.7774601896263
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.327327327327328,0.0,0.0,-38.639323989016724
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.295295295295295,0.0,0.0,1650.7095838825353
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.263263263263264,0.0,0.0,-24.792356038357642
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.23123123123123,0.0,0.0,-492.92008189516554
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.1991991991992,0.0,0.0,677.2850372216622
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.167167167167166,0.0,0.0,16.2340159213482
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.135135135135135,0.0,0.0,22.143266257936332
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.103103103103104,0.0,0.0,-8.884682111125885
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.07107107107107,0.0,0.0,59.714660457823754
