,scint_alpha,drift_bias,pixel_jitter,muon_flux,cathode_temp,anode_noise,beam_phase,shield_rho,veto_count,gain_offset,cerenkov_angle,trigger_rate,track_curvature,y
0,-1.9782427006957017,-0.7355733029357664,2.5758505225784973,0.3879488382652264,1.8404617992797139,1.1542075825145026,-1.272927292741961,1.0839044408205867,-0.6331909023316322,-0.6447782323179203,0.19433463734091438,-3.051860813037903,2.384332208203317,2.198592264097614
1,-1.3421793503482191,2.0005388393189207,0.272642247706235,3.064066159257593,-1.3199388275836414,-0.6235897129398351,0.675538253117652,-4.4149421963996085,1.6558428831174739,3.083260789381236,2.253613586530056,1.5095392886245016,-0.2919557862304479,-8.064206119638005
2,2.5638044541194254,2.148061243943887,0.7852416891545423,0.010228625657965637,-0.7235337443218464,-2.46046439098089,2.4524585856423013,-4.344087773370363,-0.7402946917046307,0.32876013934933584,1.7197623692254735,3.523322473023622,1.986647551903622,-1.0371884709230497
3,-0.5830428521968775,1.4562551157782855,-2.5232006338393926,2.8598770533774136,-0.3129506496588107,-1.347518299974115,-1.2781202008644104,-0.12272265524074581,-0.7855698451398865,4.579819894629157,-1.436362295761192,0.06521548631394104,0.05609979117127795,9.100872318870566
4,0.05654424547947563,0.11069172390541798,-0.9631257163798985,-1.1668150009282379,-1.7243210041425685,-2.9763492265031806,0.4326136662184242,1.9687527013917523,-1.0861682820252563,-1.117230078087569,-0.6329656586452951,-0.921279482477809,-2.8725394980498886,-3.237247382178831
5,2.730216064073838,0.8779997751149331,-1.4233900543960647,0.5943435230797026,-0.8769145452314642,-0.4232748667493602,0.7279276631582285,1.9059289839490687,3.0390482584825556,3.4078188978980766,-0.49771741486188537,-0.9994971822670192,0.19919500384403568,-0.6955701913877008
6,0.25668642457662544,-1.4684437848897194,-1.240950576469526,1.6265474408416962,3.283602027481521,-0.45300169675834456,-1.2959304219906786,-0.5667424132483797,-1.9902627199400882,-0.5457435395786162,0.8448882829355089,-0.16268592317871033,2.469155194123212,6.942473640290429
7,0.30177606444086813,0.9622390546684476,-0.29751506481898576,2.6313314131207104,-2.444691204413143,-0.6071826806004591,-2.347377351360383,1.652547014023376,1.7006445792460487,-1.0315351860265343,3.3162266366069764,-0.5945251912785086,-2.7667542398967453,2.140552125073831
8,-0.5624090096723553,0.7200410198821506,-0.468784029854139,4.531041199734418,1.7107733015598807,3.462558877445657,2.7717708861818857,-3.371569356737514,-0.7555172133302993,-5.4569713737456915,-1.292793471813919,2.2302085115674273,-1.6864221918788553,7.08863886015862
9,-1.2733768759323572,0.6522683350527261,1.574633002380676,-0.7126267682641084,-0.5116243508802916,1.6179634050052856,0.5081173697283455,-0.5705735422278077,0.6290069845097767,0.15224301630071066,0.5092658469979455,4.002462363605323,-0.6104158473507754,1.9192772963153475
10,-1.0795257158929166,2.82726158821952,-1.4114012881571798,3.439778951354496,-0.3883956124239164,0.1476790360885376,1.4672565622817428,2.426219390826201,1.993997303335788,-0.40727071051152014,-0.7328576709956902,0.6949452921099699,0.26943814446271785,-15.730308494072851
11,-1.284546214460731,0.8214561496810077,1.9882392403229492,0.3330134099477311,3.1279994341019486,0.8206042585488327,-0.3116260016125342,0.20042977986283764,-1.1202197343365163,-2.0625959362539867,0.9530570226660218,-1.706500635121853,-0.7165839446596044,1.4740666238231213
12,-0.1784001074098978,0.770208348364816,0.9223239732218597,0.10844708565552451,-3.8626153080961605,-0.41318539668015986,-1.551078819814219,-0.22269510413206134,1.9826523253413713,1.6096485825496387,0.44066053611065475,1.0115195948252202,-2.9768164014694203,1.8014738083556843
13,0.38973493138455395,1.2490215578979211,-1.4122545721735715,0.8099752038182331,-0.7616525026180696,2.001013502713444,2.2168375721237923,-1.0695661873140863,2.925845178289727,-0.38016059353093146,4.123889116334269,-0.9831084297282945,0.12751262808110367,-1.6053154956086833
14,0.42637883650137387,-1.5015920957319253,-3.4507590565421284,-1.599207893425094,2.1592113388783667,-0.6573332150535685,-0.6534132139313551,3.033603806885097,0.9870755843851946,1.4046167172267654,1.6988973187736438,-1.8148359383332517,0.24945238238089834,-5.3494192631121935
15,0.3004337829128515,-0.31773322612099103,-2.186063619279152,0.9275595104121444,-3.3169256595488097,-1.874133530363224,-1.618676289451652,-0.8242633753865746,1.6821851925435447,3.3133608635090543,3.444590649126919,1.6125187569329014,0.8793877355006022,3.90109575722869
16,-4.673097733649524,2.260239292003052,5.25789313375026,0.9057528653172706,0.46807862952607265,1.3973916537050914,1.4572571709454805,0.26983266969436365,-0.7476317320938894,0.7235184193386183,-2.74357841909061,-3.764853086590559,2.721877281443015,-5.996374082821198
17,-0.9161226606715986,1.4319109528819178,3.1091879788992656,2.4405606992156144,-1.106785417315615,0.6495080590211535,-2.3321739559854624,-0.2091462028346521,2.0920339020166607,0.06405248072533097,-5.702738595453443,-4.502526814086679,-1.6031711411392322,-29.629926049058906
18,2.6664833185977748,0.3981705223267071,0.28254624802443534,-2.631934367140478,0.2928633029364891,-4.550344623565756,0.6836643665736978,2.358480743237318,-1.635174653999349,2.1687921553909253,-1.4397907634093203,0.29474950650548426,-0.2718723065065615,3.49656843470696
19,0.18773504297781235,3.0539074702681606,1.7624319361176226,-1.3554428942916714,-5.5299244527116755,1.7896067554604609,1.5278190548758972,0.33102305542914934,-1.1163815379515118,3.1968156786469883,-3.574423730229222,-1.5687566839321387,-2.9326905729710315,1.6917697572137183
20,0.7426141866363377,-0.9330850368030597,4.222380759415132,0.03561286466371503,-0.47761400918499247,1.1454008012877974,-1.4643936219385771,-2.167818495581597,1.0700119468280596,-0.9780367892190212,1.9519490885149335,0.669559919615172,0.2328420600401483,-1.2333395702008594
21,0.13690073361940586,-0.1726206331113598,0.8150570450842803,-0.7944519675260275,-3.915409400779554,0.15560019226176872,-0.9211942618937439,-2.753841179972989,1.5613699170267004,-0.7604918618088728,-3.490468996984339,-0.14953095182280982,-1.3495314703730719,5.2415465978578455
