is_callcenter,order_id
0.12796764825713214,1350922
0.009334934776349764,1354989
0.4951916909681059,1352637
0.8281582811017113,1350050
0.22791369268388753,1341733
0.008725266033485085,1353765
0.0013386973107975394,1351627
0.9833957013713389,1350427
0.9342611914939474,1351271
0.9994391297937961,1350854
0.03746499592906751,1351841
0.009145559379181925,1354632
0.00916266030952748,1351764
0.015332355640134358,1351668
0.039327397416880724,1356067
0.9485150876191554,1350493
0.9991384533755922,1356277
0.3270254735637935,1351542
0.10358014413352278,1354683
0.016034095982986003,1349270
0.9999952698601846,1351002
0.9477305642176045,1350330
0.011967168247612545,1353295
0.04797958777982163,1353880
0.00135991799843464,1352418
0.010094008673258001,1352653
0.010047700989391974,1350287
2.3340006370656996e-05,1350204
0.0026948530477852576,1350987
0.016438017972478933,1353085
1.6918685220419088e-05,1353467
0.9894506355108112,1355018
0.002301903598351306,1352317
0.26030670281395146,1351329
0.9970111359084974,1351741
0.28503390304548826,1340826
0.49763691867163873,1341726
0.9985713583814432,1350613
0.0376738975912488,1355328
0.005002729875641439,1340893
0.006245581068502034,1356006
0.010306709732339008,1351621
0.858900124697751,1350977
0.0030526194683458546,1341117
0.021625120321447474,1355247
0.20344026906716217,1356098
0.27267980568262296,1349681
0.0058754381051253635,1355162
0.07652759541875967,1353009
0.9961895616931845,1350752
0.004195273235439035,1353853
0.01798641451241784,1353159
0.9799725449597475,1355251
0.07795224914988075,1356224
0.19672129811597205,1353262
0.08756086642453854,1354938
0.22142115097210036,1354872
0.015627965441287323,1341694
0.00039612362984111927,1352818
0.42606153025298726,1352316
0.8093632262604346,1350198
0.9999525984590221,1341379
0.053644096172232675,1350318
0.1350066002296192,1351085
6.615568597532171e-06,1355082
0.9919369684649896,1341144
0.07457281038424114,1350364
0.35321644702293825,1350395
0.010821160719869966,1350208
0.9668413629707984,1350258
0.708608473984525,1352427
0.9984344429961434,1356135
0.4003302799986771,1356166
0.001196460154633899,1354831
0.3812123531545561,1354789
0.01070695152862802,1355235
0.023983309155233987,1355339
0.11137785489856142,1355357
0.012200217225652878,1341089
0.385778627046213,1342614
0.005092936498488186,1350786
0.3878239823897038,1352656
0.042274392364078615,1356045
0.010984844564452121,1356242
0.759803896141347,1342167
0.9744635951403731,1340982
0.002093035988651707,1351041
0.7769636584363531,1353871
0.40255373201163047,1340800
0.2851226826312881,1341001
0.4005462308991744,1341200
0.008496749994076755,1341373
0.6189252724288006,1341305
0.9851262179928385,1354519
0.9999921512009761,1354564
0.009655931540494966,1354674
0.07968549542574127,1351400
0.01799296902904465,1351178
0.28894421388411984,1355967
0.9677186413281554,1355154
0.002028274524766379,1350405
0.40013519164466427,1355930
0.004245869237844136,1351441
0.007588182501599539,1349808
0.0144833668581996,1356314
0.30443162310299976,1351129
0.314915099566179,1341153
0.03745643296922324,1353813
0.9811799654097214,1350475
0.002291375085982648,1356321
0.008463812439978095,1354440
0.018456574383179915,1351778
0.9995478894958904,1342230
0.0018899083068031172,1351037
0.4626809365047494,1342220
1.8209261022111665e-05,1358930
5.493444618237396e-05,1356561
0.0033737810011924604,1356569
0.9875760047519652,1340898
0.13784199413556325,1352672
0.0004893975233775608,1351657
0.0010217021912132741,1342364
0.9537546521623583,1354834
0.3731588020366827,1350711
0.19880072383491829,1351855
0.9997274619039006,1351571
0.01671820670500779,1352336
0.9327990946490311,1353219
0.27260833411988156,1352547
0.5579097997637269,1353837
0.979950193168049,1342258
0.9876432045780864,1342690
0.9157923665702301,1342648
0.302637590434069,1356497
0.003553520209791696,1358554
0.9423009431564159,1363568
0.40273746067116084,1358232
0.2935792721540969,1357250
0.044949814461931394,1363486
0.8471800257336954,1364315
0.48689825208127485,1357129
0.5558850244794227,1358422
0.174532370353997,1360783
0.47582427586861786,1342348
0.012788308503751273,1340804
0.026386604040428693,1342216
0.0062949925627002225,1349787
0.444412108384575,1349986
0.7488557734863845,1353990
0.00668000620971684,1349895
0.006920366054958651,1349909
0.08504525728842206,1341592
0.033504178228247014,1342263
0.0007566175096255904,1350389
0.012652950588878593,1356198
0.008420562614503817,1352690
0.004391257659967521,1342450
0.9979717165444216,1360507
0.6522174950597508,1363645
0.9998306212955952,1365782
0.017835515744757297,1356398
0.012681920450656442,1345328
0.0027043513380143385,1343118
0.009071972491575946,1345981
0.32354905033216,1342946
0.3235724097132194,1342966
0.0007607288984110295,1373074
0.000940841204108951,1373127
0.011035492775739356,1358080
0.9905034933524847,1358688
0.02631961725976256,1367063
0.5064514774204981,1357454
0.9997956855093635,1357198
0.005817765317172604,1358437
0.9987944632312056,1358797
0.4865850982600481,1365703
0.5047709768759671,1366744
0.19992896375395347,1342311
7.78383023456782e-06,1341014
0.014883313977353523,1359903
0.9959139855964252,1356984
0.008429531474110793,1342207
0.007691610547882848,1342181
0.010221898852758829,1342344
0.20757442882067623,1341543
0.5368890976396747,1353718
0.9998766875051538,1353553
0.9980369593322431,1372351
0.0022879686460924105,1360077
0.9998637733353489,1358159
0.9763042959480475,1364795
0.38066104673629036,1365032
0.004178222271161199,1365331
0.07493897985565567,1350728
3.5647907032442424e-06,1351854
0.0010158748747889463,1355743
0.027688990661002073,1348240
0.9878209965437609,1343522
0.01734250655317521,1344957
0.17421856277233932,1345583
0.9994350707076641,1370148
0.019905020689172027,1368504
0.39910433705057796,1371492
0.007652100402146654,1372826
0.9994251669236575,1347830
0.011389706175061397,1343680
0.03703442547658648,1367812
0.008535636047748124,1359902
0.9960618775691641,1372220
0.007434799235574921,1343535
0.8062063128589239,1364720
0.999794701942367,1357391
0.0008984294729771798,1363434
0.0016133877698846653,1364696
0.01192857884856234,1366509
0.9940964374152631,1357863
0.8218508177803742,1367313
0.3970163928211284,1368832
0.23556928222779477,1367931
0.021689906892769655,1367964
0.007921147494302436,1344981
0.15669022944320435,1343095
0.9871283461425866,1349000
0.16342357357176576,1358106
0.2689010489752758,1357587
0.00448660331252602,1356503
0.002478845426395001,1356471
0.9999376329151074,1371336
0.14987102150199597,1370502
0.07818447615444009,1364550
0.3136857437223866,1359583
0.9782553228598698,1346613
0.956193005069511,1359795
0.0003310041007740604,1356437
0.00022920994498258412,1356373
0.9993262955892591,1354658
0.057550237126926175,1345566
0.0026626724439916204,1371553
0.19389908044795004,1344887
0.0028537734199144947,1345493
0.4474174035494074,1360412
0.841497872144123,1366620
0.9914191833628603,1357921
0.1568301561470748,1370554
0.6089669666407755,1373107
0.03203340981549634,1372423
0.9911884595437932,1343099
0.3435153485530696,1344627
0.7589616638824522,1372641
0.9959517995213246,1373135
0.18453465829524932,1370410
0.8288275960686873,1368669
0.9979322151663818,1368904
0.7312341234168875,1370541
0.9934049822766399,1372065
0.5302953798154982,1371282
0.504447682072516,1372361
0.9977481892602562,1345430
0.08180193551020026,1347802
0.32737133436339066,1342724
0.012295744047766972,1343107
0.96585343004224,1346116
0.9935808699348343,1367087
0.9420401550287432,1349131
0.2100511998918906,1369999
0.9777849121828678,1364689
0.0061859209533978885,1360638
0.3201529237802413,1348455
0.014892718342276505,1343874
0.9937685810831687,1343045
0.36811836236602413,1367652
0.9976873083814962,1363756
0.010589219902582044,1360940
0.99750649366798,1371684
0.6779044608541572,1371477
0.04216971796480963,1369886
0.255361796284772,1348611
0.4152195248121618,1343591
0.9977136560087092,1368347
0.8040806382398101,1369793
0.8281877363988157,1370973
0.00026581052739908995,1371197
0.7490470005687759,1372266
0.5502798602599371,1372817
0.9853116951492841,1345496
0.9999977522619606,1356312
0.4644925852455548,1342433
0.9955147441538679,1346306
0.9972980573215338,1369016
0.005464194294844423,1367483
0.22050707128992578,1353129
0.9998274505487258,1352949
0.03800666965421343,1371721
0.009871686220942033,1344104
0.014274833532587874,1350500
0.9993457933598769,1350807
0.9999377942457964,1351247
0.872138545636268,1350477
0.7703295616083038,1363758
0.9388534481888768,1359810
0.009412038221839152,1358682
0.9598441351703453,1361094
0.9348969784318953,1361100
0.9073426919030501,1371902
0.004793416011723668,1342981
0.24800915374971572,1371732
0.9902986466080875,1343488
0.9757484950430153,1368830
0.17212403133902635,1372406
0.9304334554279953,1371022
0.9991961164777773,1348725
0.9606877187381496,1345979
0.5053678374279935,1345897
0.311033101052867,1364337
0.9942676345424802,1348073
0.01216113356338142,1341145
0.4564747052688727,1340830
0.007155023783834978,1345452
0.9972844852549062,1367741
0.024360567195930015,1345471
0.006120765083731491,1359779
0.012207923753224163,1358647
0.22163965829320967,1352501
0.9983387497543854,1345571
0.005968086052738009,1345002
0.5015645474584529,1344913
0.14656236574984355,1370215
0.3842560864637714,1373067
0.045683417125748284,1370542
0.2381982095376631,1369504
0.44369866284610354,1369904
0.9833425526907325,1346352
0.38818477493657855,1349974
0.004133399400316715,1371539
0.04909318188582035,1368768
0.9733804991110387,1355146
0.0267892519059148,1370598
0.20028346510100506,1345833
0.006742878934731689,1344088
0.3051389055391487,1354902
0.03672322813866668,1353826
0.450523402702601,1353599
0.997072381267053,1354846
0.3880078798266339,1347866
0.005060234464521182,1369146
0.0631938664655872,1371413
0.9611660456191471,1372836
0.10980840752298938,1372935
0.854515744853528,1368709
0.3742920107907734,1344636
0.9981441107353838,1344783
0.033278061541041175,1367569
0.9987080015077863,1371655
0.9999923085118224,1367466
0.9977345240215265,1368342
0.24872893389637002,1348866
0.9942938345019822,1342699
0.016326378767657912,1355877
0.24213213968132175,1367990
0.0030085529347459936,1342571
0.025747551342269692,1350640
0.9955364620471285,1350620
0.969651784598654,1347247
0.9630526530067118,1366888
0.0012158173073045773,1345751
0.3052219744195415,1358927
0.9822854447419106,1359952
1.3685168672209043e-05,1359815
0.0021738396961364028,1355371
0.9975861258768842,1357789
0.007383600901918014,1357394
0.013516770977020925,1358558
0.9991813936957138,1355228
0.44620947560614765,1355815
0.6862003688119955,1354508
0.9996508964580987,1352699
0.30845017958463317,1351607
0.7564906373195538,1349743
0.4772560973714678,1351471
0.018648590925545532,1368491
0.9678970543629875,1344928
0.02403590188124657,1366978
0.9830515841380016,1356380
0.034280319245410355,1355069
0.2256725114812632,1350581
0.9849591420328321,1344673
0.8570222448118204,1371535
0.02191789891469718,1344550
0.07408193705668231,1368690
0.010001088388828312,1358494
0.28576235514056353,1358333
0.020009784524359083,1357738
0.09962075198525044,1370548
2.096017048739309e-05,1358389
0.0005194104830731266,1358011
0.00318162727474787,1366542
0.005158731728674833,1372782
0.9525372106140239,1371823
0.009264754330307176,1341730
0.05896670021167406,1353177
0.5002445102908453,1353304
0.9999899268914244,1347748
0.04463662540677333,1367921
